First_Prize,Second_Prize,MSE
1650,1300,26334.769484375018
1650,1350,27968.350370624994
1650,1400,29532.30844625003
1650,1450,31295.090018750037
1650,1500,33239.74669312497
1650,1550,35046.169361249966
1650,1600,36619.005996875014
1700,50,1885.5075162499995
1700,100,2316.190522499998
1700,150,2835.601441249999
1700,200,3360.9763725
1700,250,3948.5380899999973
1700,300,4543.5361725
1700,350,5135.678608125005
1700,400,5873.432664999998
1700,450,6724.6818543749905
1700,500,7523.446267500005
1700,550,8347.25057937499
1700,600,9312.426010000005
1700,650,10320.800999999996
1700,700,11245.232200000004
1700,750,12336.468031250013
1700,800,13473.78897500002
1700,850,14672.739783125015
1700,900,15812.424564999998
1700,950,16947.629755625003
1700,1000,18331.224037500015
1700,1050,19601.123036250003
1700,1100,21085.69196499998
1700,1150,22479.04889562497
1700,1200,24065.119352499976
1700,1250,25709.615016875014
1700,1300,27042.695210000045
1700,1350,28667.621591875035
1700,1400,30265.098615000035
1700,1450,32011.88049187498
1700,1500,33782.271039999985
1700,1550,35769.07791875005
1700,1600,37672.95201749999
1700,1650,39872.47577625
1750,50,2087.8628399999993
1750,100,2589.0169475000002
1750,150,3083.481079375002
1750,200,3643.435559375001
1750,250,4210.7670625
1750,300,4886.482790624999
1750,350,5619.496714375005
1750,400,6324.854025624998
1750,450,7066.075882500003
1750,500,8017.3433125
1750,550,8915.561728124998
1750,600,9725.427529375003
1750,650,10813.657979999994
1750,700,11802.708071249996
1750,750,12904.050625
1750,800,14024.218239999997
1750,850,15186.376447500008
1750,900,16471.945527499996
1750,950,17632.46362687499
1750,1000,18955.73753125
1750,1050,20324.749877499988
1750,1100,21773.385112499982
1750,1150,23140.80622562499
1750,1200,24809.482444375026
1750,1250,26341.233140625
1750,1300,27949.303751250016
1750,1350,29456.382956875026
1750,1400,31364.525932499993
1750,1450,33059.50289187499
1750,1500,34634.67625
1750,1550,36448.48212000002
1750,1600,38434.35601875
1750,1650,40401.40115812494
1750,1700,42581.89316437495
1800,50,2323.9389681250022
1800,100,2812.2611400000014
1800,150,3374.53686
1800,200,3945.3789299999994
1800,250,4462.236131874999
1800,300,5261.804572499998
1800,350,5984.908476249997
1800,400,6661.935730000008
1800,450,7583.425436249994
1800,500,8394.589917499989
1800,550,9276.039213124985
1800,600,10250.651699999984
1800,650,11295.505413750006
1800,700,12323.58884
1800,750,13493.967620624988
1800,800,14709.43748000001
1800,850,15814.28315499997
1800,900,17102.969167500007
1800,950,18238.51860999998
1800,1000,19779.51291
1800,1050,21180.900734999996
1800,1100,22456.990517500006
1800,1150,23821.073029375017
1800,1200,25667.294580000013
1800,1250,27298.364138750014
1800,1300,28769.72637750004
1800,1350,30291.44551312505
1800,1400,32057.315770000027
1800,1450,33985.264566875005
1800,1500,35628.606135000024
1800,1550,37725.43690500002
1800,1600,39294.290499999996
1800,1650,41390.842325624995
1800,1700,43485.26520000002
1800,1750,45422.91607749996
1850,50,2504.591326874999
1850,100,3096.454033750003
1850,150,3601.384338125
1850,200,4269.288609999999
1850,250,4924.691391875008
1850,300,5587.475007500004
1850,350,6339.058803749986
1850,400,7082.872398124994
1850,450,7984.958399999997
1850,500,8923.285172499998
1850,550,9901.087461250003
1850,600,10808.287660000024
1850,650,11857.97503
1850,700,12955.8307425
1850,750,14017.442775625
1850,800,15128.483087499995
1850,850,16438.525135624983
1850,900,17733.283258125026
1850,950,19119.10808062499
1850,1000,20394.70198562498
1850,1050,21799.315876875007
1850,1100,23145.297658125008
1850,1150,24725.773413749994
1850,1200,26513.555270624995
1850,1250,27846.156366249994
1850,1300,29465.20067187503
1850,1350,31110.238852499962
1850,1400,32844.572420624994
1850,1450,34843.42709437502
1850,1500,36507.18653375002
1850,1550,38301.82011937494
1850,1600,40309.15308625006
1850,1650,42562.53210124993
1850,1700,44740.62374437495
1850,1750,46491.3726875
1850,1800,48969.46978062497
1900,50,2848.1962749999966
1900,100,3344.238839999995
1900,150,3924.5076106249976
1900,200,4501.373869999997
1900,250,5219.515426250004
1900,300,5898.809282500003
1900,350,6793.740501250001
1900,400,7502.962009999999
1900,450,8436.684824999998
1900,500,9329.35208249999
1900,550,10209.668350625
1900,600,11271.573885000014
1900,650,12491.668989999975
1900,700,13449.955220000014
1900,750,14621.170605624977
1900,800,15717.422880000006
1900,850,17053.735210624993
1900,900,18433.98645999999
1900,950,19754.70457875
1900,1000,21109.877212499985
1900,1050,22576.473176875017
1900,1100,24246.91606750004
1900,1150,25437.712816874995
1900,1200,27191.78954249999
1900,1250,28865.826261250037
1900,1300,30481.93620750002
1900,1350,32163.142898125
1900,1400,33963.778855000004
1900,1450,35736.38612937498
1900,1500,37493.26728000005
1900,1550,39579.984578749936
1900,1600,41453.007547499954
1900,1650,43716.868364999995
1900,1700,45540.38056
1900,1750,47780.840312500026
1900,1800,49827.406689999945
1900,1850,51769.35717562499
1950,50,3075.924379999996
1950,100,3682.934755624997
1950,150,4243.483428750003
1950,200,4862.547550624996
1950,250,5566.203628125003
1950,300,6325.403231250001
1950,350,7158.636186249993
1950,400,7978.695870624999
1950,450,8872.385062500012
1950,500,9780.820373125009
1950,550,10744.240965625004
1950,600,11741.562539999979
1950,650,13052.150379375002
1950,700,14040.481405625007
1950,750,15245.36692874999
1950,800,16498.39973562501
1950,850,17839.73465999998
1950,900,19037.540390625014
1950,950,20408.796696250018
1950,1000,21788.776417499997
1950,1050,23314.02285374999
1950,1100,24597.835934375
1950,1150,26223.290134375013
1950,1200,27974.39911875002
1950,1250,29616.16091687498
1950,1300,31461.113029374992
1950,1350,33064.89283125001
1950,1400,35085.418029999964
1950,1450,36585.997731875
1950,1500,38623.95869062501
1950,1550,40439.02999125009
1950,1600,42341.348351249995
1950,1650,44680.32336937497
1950,1700,46763.00504062501
1950,1750,48656.09342875002
1950,1800,50716.78124062496
1950,1850,53163.383443125
1950,1900,55181.327677499976
